anomaly_id,transaction_id,user_id,timestamp,anomaly_type,metric_name,observed_value,baseline_value,deviation_score,detector_method,explanation
ANO_3BB792F6D4,TX_A36D95C8E7D7,USR_07929,2026-08-21 02:25:28+05:30,ABNORMAL_FEE,fee_inr,467.2,164.06,2.85,IQR_UPPER_FENCE,Platform fee ₹467.20 breaches the asset's IQR upper fence of ₹164.06.
ANO_B541E86C5F,TX_E070178C8ECB,USR_00640,2026-08-21 06:38:02+05:30,ABNORMAL_FEE,fee_inr,391.23,169.26,2.31,IQR_UPPER_FENCE,Platform fee ₹391.23 breaches the asset's IQR upper fence of ₹169.26.
ANO_3C4FD1C8FE,TX_1D4A1DB481E8,USR_00510,2026-08-21 07:46:29+05:30,ABNORMAL_FEE,fee_inr,374.27,169.26,2.21,IQR_UPPER_FENCE,Platform fee ₹374.27 breaches the asset's IQR upper fence of ₹169.26.
ANO_3BD6926AAD,TX_ANO_FEE_7828E5F3,USR_09918,2026-08-21 11:56:28+05:30,BASELINE_SPIKE,user_baseline_zscore,122775.11,4178.0529,47.44,ROLLING_ZSCORE,"Transaction value ₹122,775.11 is 47.4σ above user's rolling historical baseline of ₹4,178.05."
ANO_C9D5C46F02,TX_F4BB4F960290,USR_08608,2026-08-21 12:53:45+05:30,ABNORMAL_FEE,fee_inr,403.62,164.06,2.46,IQR_UPPER_FENCE,Platform fee ₹403.62 breaches the asset's IQR upper fence of ₹164.06.
ANO_EF42D0FF11,TX_528E47D3328D,USR_06883,2026-08-21 15:11:16+05:30,ABNORMAL_FEE,fee_inr,549.79,169.26,3.25,IQR_UPPER_FENCE,Platform fee ₹549.79 breaches the asset's IQR upper fence of ₹169.26.
ANO_55180453D1,TX_F7D0B21A82FF,USR_04858,2026-08-21 15:34:55+05:30,ABNORMAL_FEE,fee_inr,472.67,166.3088,2.84,IQR_UPPER_FENCE,Platform fee ₹472.67 breaches the asset's IQR upper fence of ₹166.31.
ANO_A2631A7839,TX_113D08726084,USR_04752,2026-08-21 18:55:19+05:30,ABNORMAL_FEE,fee_inr,333.01,169.26,1.97,IQR_UPPER_FENCE,Platform fee ₹333.01 breaches the asset's IQR upper fence of ₹169.26.
ANO_01CD41F93C,TX_4462E9DC5E7B,USR_07924,2026-08-21 19:29:09+05:30,ABNORMAL_FEE,fee_inr,166.33,165.72,1.0,IQR_UPPER_FENCE,Platform fee ₹166.33 breaches the asset's IQR upper fence of ₹165.72.
ANO_24D07EF6A7,TX_270FC53F7F01,USR_02242,2026-08-21 22:18:31+05:30,ABNORMAL_FEE,fee_inr,224.54,165.72,1.35,IQR_UPPER_FENCE,Platform fee ₹224.54 breaches the asset's IQR upper fence of ₹165.72.
ANO_FF53143C7B,TX_FB37FD51914F,USR_01846,2026-08-21 22:34:43+05:30,ABNORMAL_FEE,fee_inr,285.42,166.3088,1.72,IQR_UPPER_FENCE,Platform fee ₹285.42 breaches the asset's IQR upper fence of ₹166.31.
ANO_30D49A490F,TX_88800468CC5B,USR_09801,2026-08-21 23:04:39+05:30,ABNORMAL_FEE,fee_inr,463.33,161.96,2.86,IQR_UPPER_FENCE,Platform fee ₹463.33 breaches the asset's IQR upper fence of ₹161.96.
ANO_C4687F8ECE,TX_ANO_FAL_08745BC0,USR_09553,2026-08-21 23:34:20+05:30,BASELINE_SPIKE,user_baseline_zscore,10000.0,1692.195,3.32,ROLLING_ZSCORE,"Transaction value ₹10,000.00 is 3.3σ above user's rolling historical baseline of ₹1,692.19."
ANO_9ECEC40C8D,TX_B81CE6C6711F,USR_07302,2026-08-22 04:27:21+05:30,ABNORMAL_FEE,fee_inr,249.76,161.96,1.54,IQR_UPPER_FENCE,Platform fee ₹249.76 breaches the asset's IQR upper fence of ₹161.96.
ANO_CEAC266DB9,TX_243568330BFC,USR_02646,2026-08-22 06:30:51+05:30,ABNORMAL_FEE,fee_inr,192.78,169.26,1.14,IQR_UPPER_FENCE,Platform fee ₹192.78 breaches the asset's IQR upper fence of ₹169.26.
ANO_732F214B80,TX_C0032AED3A63,USR_09262,2026-08-22 11:29:21+05:30,ABNORMAL_FEE,fee_inr,433.28,169.26,2.56,IQR_UPPER_FENCE,Platform fee ₹433.28 breaches the asset's IQR upper fence of ₹169.26.
ANO_DDEE2324B5,TX_9ECBC404CCE3,USR_07844,2026-08-22 20:01:45+05:30,BASELINE_SPIKE,user_baseline_zscore,12570.94,4500.0,3.23,ROLLING_ZSCORE,"Transaction value ₹12,570.94 is 3.2σ above user's rolling historical baseline of ₹4,500.00."
ANO_8FC0635A6C,TX_C920CF5E20C2,USR_02261,2026-08-22 23:55:42+05:30,ABNORMAL_FEE,fee_inr,435.17,169.26,2.57,IQR_UPPER_FENCE,Platform fee ₹435.17 breaches the asset's IQR upper fence of ₹169.26.
ANO_04B9FFA4B7,TX_5C07009DCB3C,USR_01934,2026-08-23 03:53:05+05:30,ABNORMAL_FEE,fee_inr,260.72,161.96,1.61,IQR_UPPER_FENCE,Platform fee ₹260.72 breaches the asset's IQR upper fence of ₹161.96.
ANO_D80EFCCE38,TX_ADE8691026A1,USR_07332,2026-08-23 04:05:25+05:30,ABNORMAL_FEE,fee_inr,360.59,169.26,2.13,IQR_UPPER_FENCE,Platform fee ₹360.59 breaches the asset's IQR upper fence of ₹169.26.
ANO_356D6C7EA2,TX_ANO_VEL_5860285D,USR_03031,2026-08-23 04:35:43+05:30,VELOCITY_BURST,tx_velocity_60m,5.0,5.0,1.0,TIME_WINDOW_COUNTER,"User executed 5 transactions within a 60-minute window, breaching velocity threshold of 5."
ANO_50F85643EA,TX_D943123363AD,USR_01755,2026-08-23 09:12:28+05:30,ABNORMAL_FEE,fee_inr,436.9,169.26,2.58,IQR_UPPER_FENCE,Platform fee ₹436.90 breaches the asset's IQR upper fence of ₹169.26.
ANO_0425857EF3,TX_1734517AD504,USR_02980,2026-08-23 09:44:05+05:30,ABNORMAL_FEE,fee_inr,464.12,166.3088,2.79,IQR_UPPER_FENCE,Platform fee ₹464.12 breaches the asset's IQR upper fence of ₹166.31.
ANO_799D3B568F,TX_ANO_DEP_4868E57F,USR_08525,2026-08-23 12:06:50+05:30,BASELINE_SPIKE,user_baseline_zscore,694530.31,2499.2933,276.81,ROLLING_ZSCORE,"Transaction value ₹694,530.31 is 276.8σ above user's rolling historical baseline of ₹2,499.29."
ANO_DE8FF6E14C,TX_ANO_FAL_BD6B2FA3,USR_04246,2026-08-23 15:51:56+05:30,REPEATED_FAILURES,consecutive_failures,6.0,3.0,2.0,FAILURE_STATE_MACHINE,"User encountered 6 consecutive failed transactions within 30m, indicating potential brute force credential guessing or payment gateway fault."
ANO_20E06C738A,TX_ANO_VEL_986627DC,USR_07910,2026-08-23 16:17:49+05:30,VELOCITY_BURST,tx_velocity_60m,6.0,5.0,1.2,TIME_WINDOW_COUNTER,"User executed 6 transactions within a 60-minute window, breaching velocity threshold of 5."
ANO_360DE5BC3E,TX_DCCD692A8161,USR_02466,2026-08-23 20:37:00+05:30,ABNORMAL_FEE,fee_inr,302.66,166.3088,1.82,IQR_UPPER_FENCE,Platform fee ₹302.66 breaches the asset's IQR upper fence of ₹166.31.
ANO_7EDD3D18E5,TX_D0D7B0CB3FC5,USR_03667,2026-08-23 21:20:33+05:30,ABNORMAL_FEE,fee_inr,331.15,166.3088,1.99,IQR_UPPER_FENCE,Platform fee ₹331.15 breaches the asset's IQR upper fence of ₹166.31.
ANO_C04A549B0F,TX_B0822429D448,USR_01370,2026-08-24 00:20:07+05:30,ABNORMAL_FEE,fee_inr,279.97,166.3088,1.68,IQR_UPPER_FENCE,Platform fee ₹279.97 breaches the asset's IQR upper fence of ₹166.31.
ANO_7D4079002D,TX_BFEE1AAB1D01,USR_04459,2026-08-24 02:39:48+05:30,ABNORMAL_FEE,fee_inr,457.21,166.3088,2.75,IQR_UPPER_FENCE,Platform fee ₹457.21 breaches the asset's IQR upper fence of ₹166.31.
ANO_1B4DF8603C,TX_007D781B00EC,USR_05794,2026-08-24 10:56:51+05:30,ABNORMAL_FEE,fee_inr,618.76,166.3088,3.72,IQR_UPPER_FENCE,Platform fee ₹618.76 breaches the asset's IQR upper fence of ₹166.31.
ANO_D3C508D70F,TX_AD86D41A3DB7,USR_08966,2026-08-24 13:24:23+05:30,ABNORMAL_FEE,fee_inr,336.33,169.26,1.99,IQR_UPPER_FENCE,Platform fee ₹336.33 breaches the asset's IQR upper fence of ₹169.26.
ANO_1B97106510,TX_82BF750425F4,USR_07561,2026-08-24 14:49:25+05:30,ABNORMAL_FEE,fee_inr,204.09,166.3088,1.23,IQR_UPPER_FENCE,Platform fee ₹204.09 breaches the asset's IQR upper fence of ₹166.31.
ANO_2AB93C4E7B,TX_1EE6AA8A398E,USR_05922,2026-08-24 15:32:04+05:30,ABNORMAL_FEE,fee_inr,428.78,169.26,2.53,IQR_UPPER_FENCE,Platform fee ₹428.78 breaches the asset's IQR upper fence of ₹169.26.
ANO_DF65DE5967,TX_E1C6E2C393D4,USR_06883,2026-08-24 16:47:30+05:30,ABNORMAL_FEE,fee_inr,380.5,165.72,2.3,IQR_UPPER_FENCE,Platform fee ₹380.50 breaches the asset's IQR upper fence of ₹165.72.
ANO_8852FD518E,TX_02A77D0868CF,USR_03240,2026-08-24 23:03:45+05:30,ABNORMAL_FEE,fee_inr,259.57,169.26,1.53,IQR_UPPER_FENCE,Platform fee ₹259.57 breaches the asset's IQR upper fence of ₹169.26.
ANO_A41D92D575,TX_77DBF5BD99BB,USR_09404,2026-08-25 02:47:37+05:30,ABNORMAL_FEE,fee_inr,411.69,169.26,2.43,IQR_UPPER_FENCE,Platform fee ₹411.69 breaches the asset's IQR upper fence of ₹169.26.
ANO_76725581B9,TX_2426166E9201,USR_05106,2026-08-25 04:25:28+05:30,ABNORMAL_FEE,fee_inr,346.48,166.3088,2.08,IQR_UPPER_FENCE,Platform fee ₹346.48 breaches the asset's IQR upper fence of ₹166.31.
ANO_D0DF8F94A4,TX_A307062C75E2,USR_00245,2026-08-25 08:16:20+05:30,ABNORMAL_FEE,fee_inr,470.77,161.96,2.91,IQR_UPPER_FENCE,Platform fee ₹470.77 breaches the asset's IQR upper fence of ₹161.96.
ANO_D35A031D60,TX_30DD4837117C,USR_07010,2026-08-25 09:31:48+05:30,ABNORMAL_FEE,fee_inr,541.61,169.26,3.2,IQR_UPPER_FENCE,Platform fee ₹541.61 breaches the asset's IQR upper fence of ₹169.26.
ANO_E99F2AD76E,TX_BEE12AC68266,USR_09404,2026-08-25 15:12:17+05:30,ABNORMAL_FEE,fee_inr,448.57,169.26,2.65,IQR_UPPER_FENCE,Platform fee ₹448.57 breaches the asset's IQR upper fence of ₹169.26.
ANO_CD93938C35,TX_916FB04F3D69,USR_02211,2026-08-25 20:03:02+05:30,ABNORMAL_FEE,fee_inr,248.93,169.26,1.47,IQR_UPPER_FENCE,Platform fee ₹248.93 breaches the asset's IQR upper fence of ₹169.26.
ANO_B7AE49E559,TX_2D0B2533636C,USR_03271,2026-08-25 23:11:23+05:30,ABNORMAL_FEE,fee_inr,317.64,169.26,1.88,IQR_UPPER_FENCE,Platform fee ₹317.64 breaches the asset's IQR upper fence of ₹169.26.
ANO_54C7AA41F0,TX_ANO_VEL_2945A33A,USR_09123,2026-08-25 23:18:34+05:30,VELOCITY_BURST,tx_velocity_60m,5.0,5.0,1.0,TIME_WINDOW_COUNTER,"User executed 5 transactions within a 60-minute window, breaching velocity threshold of 5."
ANO_C6EFF43069,TX_ANO_VEL_0E77995E,USR_09123,2026-08-25 23:22:34+05:30,VELOCITY_BURST,tx_velocity_60m,7.0,5.0,1.4,TIME_WINDOW_COUNTER,"User executed 7 transactions within a 60-minute window, breaching velocity threshold of 5."
ANO_1D6CB75DA5,TX_D2FBA8CC1AA1,USR_09395,2026-08-26 00:20:27+05:30,ABNORMAL_FEE,fee_inr,291.02,169.26,1.72,IQR_UPPER_FENCE,Platform fee ₹291.02 breaches the asset's IQR upper fence of ₹169.26.
ANO_517C240805,TX_BC8CCEF2A54A,USR_09404,2026-08-26 03:35:39+05:30,ABNORMAL_FEE,fee_inr,423.85,166.3088,2.55,IQR_UPPER_FENCE,Platform fee ₹423.85 breaches the asset's IQR upper fence of ₹166.31.
ANO_D481E4F6B3,TX_F13C949AE8D9,USR_03319,2026-08-26 04:21:25+05:30,ABNORMAL_FEE,fee_inr,333.55,161.96,2.06,IQR_UPPER_FENCE,Platform fee ₹333.55 breaches the asset's IQR upper fence of ₹161.96.
ANO_D3589FE0E2,TX_ANO_SPK_4CC88730,USR_02781,2026-08-26 04:55:42+05:30,BASELINE_SPIKE,user_baseline_zscore,28374.7,4723.32,9.46,ROLLING_ZSCORE,"Transaction value ₹28,374.70 is 9.5σ above user's rolling historical baseline of ₹4,723.32."
ANO_6EBD62178A,TX_E3EB9DC5A99C,USR_09470,2026-08-26 05:05:40+05:30,ABNORMAL_FEE,fee_inr,436.84,164.06,2.66,IQR_UPPER_FENCE,Platform fee ₹436.84 breaches the asset's IQR upper fence of ₹164.06.
ANO_6D4CC3925C,TX_9FC488E033E8,USR_06518,2026-08-26 09:47:08+05:30,BASELINE_SPIKE,user_baseline_zscore,8317.9,250.0,3.23,ROLLING_ZSCORE,"Transaction value ₹8,317.90 is 3.2σ above user's rolling historical baseline of ₹250.00."
ANO_E1E9C4E394,TX_A2E1976168BF,USR_00916,2026-08-26 11:34:18+05:30,ABNORMAL_FEE,fee_inr,340.58,169.26,2.01,IQR_UPPER_FENCE,Platform fee ₹340.58 breaches the asset's IQR upper fence of ₹169.26.
ANO_A7CCB9EE66,TX_B5DAFF86A849,USR_01968,2026-08-26 14:14:51+05:30,ABNORMAL_FEE,fee_inr,450.71,161.96,2.78,IQR_UPPER_FENCE,Platform fee ₹450.71 breaches the asset's IQR upper fence of ₹161.96.
ANO_E16345F1F2,TX_ANO_FAL_BE901AF4,USR_06198,2026-08-26 16:42:45+05:30,REPEATED_FAILURES,consecutive_failures,3.0,3.0,1.0,FAILURE_STATE_MACHINE,"User encountered 3 consecutive failed transactions within 30m, indicating potential brute force credential guessing or payment gateway fault."
ANO_D5CAF1E2F6,TX_ANO_FAL_0487A333,USR_07997,2026-08-26 18:13:42+05:30,REPEATED_FAILURES,consecutive_failures,3.0,3.0,1.0,FAILURE_STATE_MACHINE,"User encountered 3 consecutive failed transactions within 30m, indicating potential brute force credential guessing or payment gateway fault."
ANO_4A017D6F7F,TX_6566C3592C52,USR_07071,2026-08-26 22:40:10+05:30,ABNORMAL_FEE,fee_inr,371.18,166.3088,2.23,IQR_UPPER_FENCE,Platform fee ₹371.18 breaches the asset's IQR upper fence of ₹166.31.
ANO_D138B726A3,TX_ANO_FAL_4370A0CA,USR_04158,2026-08-27 01:55:33+05:30,REPEATED_FAILURES,consecutive_failures,4.0,3.0,1.33,FAILURE_STATE_MACHINE,"User encountered 4 consecutive failed transactions within 30m, indicating potential brute force credential guessing or payment gateway fault."
ANO_FCDBA46073,TX_ANO_FAL_652AFC53,USR_04158,2026-08-27 02:01:33+05:30,REPEATED_FAILURES,consecutive_failures,6.0,3.0,2.0,FAILURE_STATE_MACHINE,"User encountered 6 consecutive failed transactions within 30m, indicating potential brute force credential guessing or payment gateway fault."
ANO_1F2D9189A3,TX_1C9C18756B25,USR_09470,2026-08-27 02:24:08+05:30,ABNORMAL_FEE,fee_inr,321.29,161.96,1.98,IQR_UPPER_FENCE,Platform fee ₹321.29 breaches the asset's IQR upper fence of ₹161.96.
ANO_26514C49E7,TX_B73A145B05E6,USR_07884,2026-08-27 02:49:14+05:30,ABNORMAL_FEE,fee_inr,410.1,166.3088,2.47,IQR_UPPER_FENCE,Platform fee ₹410.10 breaches the asset's IQR upper fence of ₹166.31.
ANO_2E854EB17D,TX_ANO_FAL_06AADE96,USR_02445,2026-08-27 03:05:37+05:30,REPEATED_FAILURES,consecutive_failures,3.0,3.0,1.0,FAILURE_STATE_MACHINE,"User encountered 3 consecutive failed transactions within 30m, indicating potential brute force credential guessing or payment gateway fault."
ANO_983A2D4E44,TX_ANO_FAL_80CE6F24,USR_02445,2026-08-27 03:11:37+05:30,VELOCITY_BURST,tx_velocity_60m,5.0,5.0,1.0,TIME_WINDOW_COUNTER,"User executed 5 transactions within a 60-minute window, breaching velocity threshold of 5."
ANO_765F957B4B,TX_B4A0EDAEC756,USR_02318,2026-08-27 05:10:42+05:30,ABNORMAL_FEE,fee_inr,390.78,169.26,2.31,IQR_UPPER_FENCE,Platform fee ₹390.78 breaches the asset's IQR upper fence of ₹169.26.
ANO_0D5A0AE28E,TX_CDE8DEB7AA2F,USR_02589,2026-08-27 12:24:51+05:30,ABNORMAL_FEE,fee_inr,376.56,166.3088,2.26,IQR_UPPER_FENCE,Platform fee ₹376.56 breaches the asset's IQR upper fence of ₹166.31.
ANO_2F1F3FA508,TX_2CB08E3DF68D,USR_03268,2026-08-27 16:06:38+05:30,ABNORMAL_FEE,fee_inr,321.9,165.72,1.94,IQR_UPPER_FENCE,Platform fee ₹321.90 breaches the asset's IQR upper fence of ₹165.72.
ANO_356966FD4F,TX_6779E9D856E3,USR_06482,2026-08-27 17:50:31+05:30,ABNORMAL_FEE,fee_inr,431.46,166.3088,2.59,IQR_UPPER_FENCE,Platform fee ₹431.46 breaches the asset's IQR upper fence of ₹166.31.
ANO_AF31DA98D1,TX_261ABA66BDC7,USR_01521,2026-08-27 20:43:53+05:30,ABNORMAL_FEE,fee_inr,485.11,161.96,3.0,IQR_UPPER_FENCE,Platform fee ₹485.11 breaches the asset's IQR upper fence of ₹161.96.
ANO_3594450C63,TX_ANO_VEL_2C136963,USR_02861,2026-08-27 22:03:20+05:30,VELOCITY_BURST,tx_velocity_60m,8.0,5.0,1.6,TIME_WINDOW_COUNTER,"User executed 8 transactions within a 60-minute window, breaching velocity threshold of 5."
ANO_D6C151CB62,TX_ANO_FAL_4AFAAA17,USR_06832,2026-08-28 05:07:27+05:30,REPEATED_FAILURES,consecutive_failures,4.0,3.0,1.33,FAILURE_STATE_MACHINE,"User encountered 4 consecutive failed transactions within 30m, indicating potential brute force credential guessing or payment gateway fault."
ANO_BDEF2C8D0F,TX_D1919031407C,USR_06544,2026-08-28 06:03:59+05:30,ABNORMAL_FEE,fee_inr,254.01,169.26,1.5,IQR_UPPER_FENCE,Platform fee ₹254.01 breaches the asset's IQR upper fence of ₹169.26.
ANO_AAB370B345,TX_26564C032C01,USR_04052,2026-08-28 06:57:36+05:30,ABNORMAL_FEE,fee_inr,405.96,169.26,2.4,IQR_UPPER_FENCE,Platform fee ₹405.96 breaches the asset's IQR upper fence of ₹169.26.
ANO_6B6F7DA91D,TX_D6548868C82F,USR_02181,2026-08-28 07:52:00+05:30,ABNORMAL_FEE,fee_inr,506.92,166.3088,3.05,IQR_UPPER_FENCE,Platform fee ₹506.92 breaches the asset's IQR upper fence of ₹166.31.
ANO_54064A9E61,TX_FB52BBABC5E5,USR_03209,2026-08-28 09:17:03+05:30,ABNORMAL_FEE,fee_inr,301.26,161.96,1.86,IQR_UPPER_FENCE,Platform fee ₹301.26 breaches the asset's IQR upper fence of ₹161.96.
ANO_8E934F16EC,TX_DCF430F336DD,USR_06301,2026-08-28 10:34:37+05:30,ABNORMAL_FEE,fee_inr,425.8,165.72,2.57,IQR_UPPER_FENCE,Platform fee ₹425.80 breaches the asset's IQR upper fence of ₹165.72.
ANO_6C41D214E4,TX_673B127A8097,USR_06222,2026-08-28 11:18:11+05:30,ABNORMAL_FEE,fee_inr,564.94,164.06,3.44,IQR_UPPER_FENCE,Platform fee ₹564.94 breaches the asset's IQR upper fence of ₹164.06.
ANO_D45D5E855B,TX_466CEC43C970,USR_04070,2026-08-29 01:10:39+05:30,ABNORMAL_FEE,fee_inr,262.05,166.3088,1.58,IQR_UPPER_FENCE,Platform fee ₹262.05 breaches the asset's IQR upper fence of ₹166.31.
ANO_D3CFBF9587,TX_50AED6550BCA,USR_03164,2026-08-29 03:23:07+05:30,ABNORMAL_FEE,fee_inr,519.45,161.96,3.21,IQR_UPPER_FENCE,Platform fee ₹519.45 breaches the asset's IQR upper fence of ₹161.96.
ANO_9BBB77044D,TX_ANO_FAL_C3B4BAFC,USR_03641,2026-08-29 03:39:59+05:30,REPEATED_FAILURES,consecutive_failures,5.0,3.0,1.67,FAILURE_STATE_MACHINE,"User encountered 5 consecutive failed transactions within 30m, indicating potential brute force credential guessing or payment gateway fault."
ANO_13EC622BB0,TX_0823B957E515,USR_09224,2026-08-29 07:24:48+05:30,ABNORMAL_FEE,fee_inr,504.24,169.26,2.98,IQR_UPPER_FENCE,Platform fee ₹504.24 breaches the asset's IQR upper fence of ₹169.26.
ANO_32A5CD5E27,TX_ANO_FEE_6FB0C7A0,USR_08318,2026-08-29 16:02:11+05:30,BASELINE_SPIKE,user_baseline_zscore,63454.95,6489.2567,22.79,ROLLING_ZSCORE,"Transaction value ₹63,454.95 is 22.8σ above user's rolling historical baseline of ₹6,489.26."
ANO_9D4EAA902F,TX_505D6D5653CD,USR_07329,2026-08-29 19:25:05+05:30,ABNORMAL_FEE,fee_inr,420.29,169.26,2.48,IQR_UPPER_FENCE,Platform fee ₹420.29 breaches the asset's IQR upper fence of ₹169.26.
ANO_AE22E3EF02,TX_89FE84BED085,USR_08128,2026-08-29 23:50:31+05:30,ABNORMAL_FEE,fee_inr,354.03,161.96,2.19,IQR_UPPER_FENCE,Platform fee ₹354.03 breaches the asset's IQR upper fence of ₹161.96.
ANO_AEF5C49BCB,TX_219C965FEBE8,USR_07477,2026-08-30 03:57:22+05:30,ABNORMAL_FEE,fee_inr,607.89,166.3088,3.66,IQR_UPPER_FENCE,Platform fee ₹607.89 breaches the asset's IQR upper fence of ₹166.31.
ANO_27D1B70485,TX_2EDF52361460,USR_00264,2026-08-30 07:48:45+05:30,ABNORMAL_FEE,fee_inr,413.89,161.96,2.56,IQR_UPPER_FENCE,Platform fee ₹413.89 breaches the asset's IQR upper fence of ₹161.96.
ANO_AC6CE0ECF1,TX_FA5198CAD7A8,USR_06035,2026-08-30 16:40:51+05:30,ABNORMAL_FEE,fee_inr,442.23,167.3525,2.64,IQR_UPPER_FENCE,Platform fee ₹442.23 breaches the asset's IQR upper fence of ₹167.35.
ANO_0249961ADD,TX_8D0BFA86C52F,USR_09938,2026-08-30 16:47:10+05:30,ABNORMAL_FEE,fee_inr,361.22,166.3088,2.17,IQR_UPPER_FENCE,Platform fee ₹361.22 breaches the asset's IQR upper fence of ₹166.31.
ANO_C8B5CFE173,TX_75E7D8DA1A87,USR_08255,2026-08-30 21:44:49+05:30,ABNORMAL_FEE,fee_inr,361.5,169.26,2.14,IQR_UPPER_FENCE,Platform fee ₹361.50 breaches the asset's IQR upper fence of ₹169.26.
ANO_E241B817B6,TX_925A698D73AA,USR_07530,2026-08-30 22:28:20+05:30,ABNORMAL_FEE,fee_inr,269.09,166.3088,1.62,IQR_UPPER_FENCE,Platform fee ₹269.09 breaches the asset's IQR upper fence of ₹166.31.
ANO_81497D4BFC,TX_BF8F2D814678,USR_03908,2026-08-31 01:12:28+05:30,BASELINE_SPIKE,user_baseline_zscore,11910.78,3758.0133,3.26,ROLLING_ZSCORE,"Transaction value ₹11,910.78 is 3.3σ above user's rolling historical baseline of ₹3,758.01."
ANO_455AF47E8B,TX_94BDFAC2E3D1,USR_00670,2026-08-31 03:54:27+05:30,ABNORMAL_FEE,fee_inr,394.12,169.26,2.33,IQR_UPPER_FENCE,Platform fee ₹394.12 breaches the asset's IQR upper fence of ₹169.26.
ANO_400B4D7DD3,TX_4540AE75643C,USR_09484,2026-08-31 04:16:47+05:30,ABNORMAL_FEE,fee_inr,335.05,167.3525,2.0,IQR_UPPER_FENCE,Platform fee ₹335.05 breaches the asset's IQR upper fence of ₹167.35.
ANO_133FEEFE14,TX_ANO_VEL_CF2356FB,USR_01116,2026-08-31 08:28:46+05:30,VELOCITY_BURST,tx_velocity_60m,9.0,5.0,1.8,TIME_WINDOW_COUNTER,"User executed 9 transactions within a 60-minute window, breaching velocity threshold of 5."
ANO_7D572C0187,TX_ANO_WTH_83A0E104,USR_03275,2026-08-31 10:55:55+05:30,BASELINE_SPIKE,user_baseline_zscore,563823.55,284249.615,111.83,ROLLING_ZSCORE,"Transaction value ₹563,823.55 is 111.8σ above user's rolling historical baseline of ₹284,249.62."
ANO_3CF46489C5,TX_77FE8E5FF053,USR_05741,2026-08-31 15:23:03+05:30,ABNORMAL_FEE,fee_inr,286.74,161.96,1.77,IQR_UPPER_FENCE,Platform fee ₹286.74 breaches the asset's IQR upper fence of ₹161.96.
ANO_B5B44B68CD,TX_97B3F4219935,USR_01331,2026-08-31 16:49:07+05:30,ABNORMAL_FEE,fee_inr,531.97,166.3088,3.2,IQR_UPPER_FENCE,Platform fee ₹531.97 breaches the asset's IQR upper fence of ₹166.31.
ANO_1345614B94,TX_9EAE26ADA302,USR_09908,2026-08-31 16:55:27+05:30,ABNORMAL_FEE,fee_inr,498.58,164.06,3.04,IQR_UPPER_FENCE,Platform fee ₹498.58 breaches the asset's IQR upper fence of ₹164.06.
ANO_45533272BE,TX_1C1C57A020F3,USR_02832,2026-08-31 17:43:37+05:30,ABNORMAL_FEE,fee_inr,396.61,169.26,2.34,IQR_UPPER_FENCE,Platform fee ₹396.61 breaches the asset's IQR upper fence of ₹169.26.
ANO_91F412573C,TX_940DF20AED8D,USR_04192,2026-08-31 21:58:46+05:30,ABNORMAL_FEE,fee_inr,486.67,166.3088,2.93,IQR_UPPER_FENCE,Platform fee ₹486.67 breaches the asset's IQR upper fence of ₹166.31.
ANO_924E58976D,TX_0578F0DD1355,USR_03667,2026-08-31 22:58:49+05:30,ABNORMAL_FEE,fee_inr,339.5,161.96,2.1,IQR_UPPER_FENCE,Platform fee ₹339.50 breaches the asset's IQR upper fence of ₹161.96.
ANO_B146CB53C9,TX_E35C813A9173,USR_08263,2026-08-31 23:01:35+05:30,ABNORMAL_FEE,fee_inr,264.16,165.72,1.59,IQR_UPPER_FENCE,Platform fee ₹264.16 breaches the asset's IQR upper fence of ₹165.72.
ANO_2BAA9F67DA,TX_36FFAAEAD42C,USR_03007,2026-08-31 23:16:42+05:30,ABNORMAL_FEE,fee_inr,416.92,166.3088,2.51,IQR_UPPER_FENCE,Platform fee ₹416.92 breaches the asset's IQR upper fence of ₹166.31.
ANO_9C595FF77D,TX_8C4EABB79E94,USR_09801,2026-09-01 01:22:30+05:30,ABNORMAL_FEE,fee_inr,257.37,161.96,1.59,IQR_UPPER_FENCE,Platform fee ₹257.37 breaches the asset's IQR upper fence of ₹161.96.
ANO_702E0B0442,TX_6B09E683728B,USR_02407,2026-09-01 03:27:18+05:30,ABNORMAL_FEE,fee_inr,600.07,169.26,3.55,IQR_UPPER_FENCE,Platform fee ₹600.07 breaches the asset's IQR upper fence of ₹169.26.
ANO_2831B2E465,TX_CC000B08F6E8,USR_05598,2026-09-01 04:27:14+05:30,ABNORMAL_FEE,fee_inr,587.67,169.26,3.47,IQR_UPPER_FENCE,Platform fee ₹587.67 breaches the asset's IQR upper fence of ₹169.26.
ANO_5E07D90754,TX_96C92461C29B,USR_04752,2026-09-01 04:41:57+05:30,ABNORMAL_FEE,fee_inr,328.04,169.26,1.94,IQR_UPPER_FENCE,Platform fee ₹328.04 breaches the asset's IQR upper fence of ₹169.26.
ANO_C0412ED224,TX_BE875AD5C2F1,USR_08966,2026-09-01 04:53:35+05:30,ABNORMAL_FEE,fee_inr,556.66,166.3088,3.35,IQR_UPPER_FENCE,Platform fee ₹556.66 breaches the asset's IQR upper fence of ₹166.31.
ANO_5AEC5E0952,TX_5F0FE0068379,USR_09814,2026-09-01 05:58:25+05:30,ABNORMAL_FEE,fee_inr,614.1,166.3088,3.69,IQR_UPPER_FENCE,Platform fee ₹614.10 breaches the asset's IQR upper fence of ₹166.31.
