incident_id,anomaly_id,transaction_id,user_id,created_at,severity,likelihood,exposure_inr,priority_score,priority_band,rationale,recommendation,status
INC_05B07E0F22,ANO_80A6548088,TX_BA6B0484760A,USR_09663,2026-08-07 14:59:34+05:30,2,4,499.78,49.73,P3,P3 MEDIUM: Moderate risk exception (Score: 49.7); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_CD4BCBB529,ANO_0BAD30AAFD,TX_26CA5E02257A,USR_05040,2026-08-15 17:37:23+05:30,2,4,499.14,49.72,P3,P3 MEDIUM: Moderate risk exception (Score: 49.7); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_B5178C677A,ANO_CBE94483EE,TX_CB7B00B5CFCA,USR_07850,2026-08-14 21:35:36+05:30,2,4,496.96,49.68,P3,P3 MEDIUM: Moderate risk exception (Score: 49.7); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_AB4CAB66F2,ANO_FAF675EE0C,TX_CEFA25C04B9A,USR_04986,2026-08-27 02:44:00+05:30,2,4,496.05,49.67,P3,P3 MEDIUM: Moderate risk exception (Score: 49.7); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_835FC22342,ANO_E98271B0C6,TX_CED19C34BF7E,USR_02740,2026-08-07 09:07:49+05:30,2,4,495.23,49.66,P3,P3 MEDIUM: Moderate risk exception (Score: 49.7); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_D6FF4F4FFA,ANO_3D0D6DEED4,TX_4BF9D01822AC,USR_04938,2026-09-01 12:37:42+05:30,2,4,495.58,49.66,P3,P3 MEDIUM: Moderate risk exception (Score: 49.7); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_9BF3CF0239,ANO_00AE166E7C,TX_28C1E3615635,USR_04667,2026-09-14 16:35:54+05:30,2,4,494.57,49.65,P3,P3 MEDIUM: Moderate risk exception (Score: 49.6); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_99AD7C4DD4,ANO_4686D4E00F,TX_4C28D998DAEE,USR_01077,2026-09-18 15:44:37+05:30,2,4,494.99,49.65,P3,P3 MEDIUM: Moderate risk exception (Score: 49.6); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_D6F711F7CD,ANO_29020C2EFB,TX_47F3E2B8FBDA,USR_04751,2026-08-16 02:52:47+05:30,2,4,493.38,49.63,P3,P3 MEDIUM: Moderate risk exception (Score: 49.6); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_46D7974660,ANO_D9C123422B,TX_26B9A29C149E,USR_05741,2026-09-15 08:41:18+05:30,2,4,492.83,49.62,P3,P3 MEDIUM: Moderate risk exception (Score: 49.6); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_0AD1BEF4AF,ANO_5D6AEFADD2,TX_F52FF3B51128,USR_06019,2026-08-13 08:03:01+05:30,2,4,489.06,49.56,P3,P3 MEDIUM: Moderate risk exception (Score: 49.6); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_2E7F088AEE,ANO_498F4F7329,TX_6922B17EB5FC,USR_03144,2026-09-13 19:13:36+05:30,2,4,487.56,49.53,P3,P3 MEDIUM: Moderate risk exception (Score: 49.5); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_4C9E224975,ANO_91F412573C,TX_940DF20AED8D,USR_04192,2026-08-31 21:58:46+05:30,2,4,486.67,49.52,P3,P3 MEDIUM: Moderate risk exception (Score: 49.5); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_993E114F6A,ANO_3843DB9AD2,TX_18CBA676DE5D,USR_00861,2026-09-02 12:27:32+05:30,2,4,486.43,49.51,P3,P3 MEDIUM: Moderate risk exception (Score: 49.5); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_5D1034E6DD,ANO_96813C2CE6,TX_89AEC884C9B4,USR_07058,2026-08-08 22:23:56+05:30,2,4,485.67,49.5,P3,P3 MEDIUM: Moderate risk exception (Score: 49.5); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_675CDD6D26,ANO_D71C726D0B,TX_5F4E06026B6E,USR_05217,2026-08-27 00:10:06+05:30,2,4,484.78,49.49,P3,P3 MEDIUM: Moderate risk exception (Score: 49.5); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_2D04542142,ANO_9AD99F1C1E,TX_C3FCB4009C78,USR_07598,2026-08-29 01:19:48+05:30,2,4,485.18,49.49,P3,P3 MEDIUM: Moderate risk exception (Score: 49.5); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_270B4DE742,ANO_3FF430184A,TX_E5F6686E8654,USR_02186,2026-08-02 08:34:21+05:30,2,4,484.03,49.47,P3,P3 MEDIUM: Moderate risk exception (Score: 49.5); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_F2ACA2BEAF,ANO_5B40BD84E1,TX_73CBCB6FFF4A,USR_08982,2026-08-10 06:40:58+05:30,2,4,482.38,49.45,P3,P3 MEDIUM: Moderate risk exception (Score: 49.5); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_E34E5F75B6,ANO_BD3CDAB0F2,TX_2D5879E50B16,USR_03836,2026-08-16 09:44:38+05:30,2,4,482.17,49.44,P3,P3 MEDIUM: Moderate risk exception (Score: 49.4); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_FBAF462C13,ANO_7784B3AF8C,TX_E95B911F66BA,USR_00394,2026-08-25 11:21:19+05:30,2,4,481.74,49.44,P3,P3 MEDIUM: Moderate risk exception (Score: 49.4); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_BC0B56D5CB,ANO_1943D9E167,TX_038FE5620AAB,USR_06222,2026-08-17 16:53:38+05:30,2,4,481.56,49.43,P3,P3 MEDIUM: Moderate risk exception (Score: 49.4); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_66A8716A4C,ANO_143D54ED2B,TX_728E8A8A4AE6,USR_09717,2026-08-28 13:48:44+05:30,2,4,481.61,49.43,P3,P3 MEDIUM: Moderate risk exception (Score: 49.4); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_CFD21E055C,ANO_5BF0C05F34,TX_F511DDAC89C6,USR_08233,2026-09-01 20:01:03+05:30,2,4,481.21,49.43,P3,P3 MEDIUM: Moderate risk exception (Score: 49.4); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_E1F2987A9F,ANO_9258FB16D3,TX_F6432A3FA497,USR_08263,2026-09-18 09:02:16+05:30,2,4,481.33,49.43,P3,P3 MEDIUM: Moderate risk exception (Score: 49.4); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_6DFAAD4902,ANO_6ED31E69D1,TX_14E473847BB8,USR_05098,2026-08-21 14:55:37+05:30,2,4,479.93,49.41,P3,P3 MEDIUM: Moderate risk exception (Score: 49.4); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_FE3F2ED5E5,ANO_5FAE311FE0,TX_65E22EB1CB17,USR_08319,2026-08-25 17:11:30+05:30,2,4,480.33,49.41,P3,P3 MEDIUM: Moderate risk exception (Score: 49.4); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_80E593AB4D,ANO_7D00AE0E53,TX_42B3A8345AAD,USR_01711,2026-09-03 05:29:03+05:30,2,4,480.23,49.41,P3,P3 MEDIUM: Moderate risk exception (Score: 49.4); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_F8E0A68CBE,ANO_993ADD6F82,TX_1758264A41B7,USR_00670,2026-09-10 00:58:07+05:30,2,4,479.56,49.4,P3,P3 MEDIUM: Moderate risk exception (Score: 49.4); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_11F054C2A2,ANO_0832539836,TX_E0D590224C3C,USR_03448,2026-08-03 17:04:09+05:30,2,4,477.52,49.37,P3,P3 MEDIUM: Moderate risk exception (Score: 49.4); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_1D85864AF3,ANO_5159487B55,TX_AED818A8268D,USR_05011,2026-08-19 20:30:43+05:30,2,4,477.95,49.37,P3,P3 MEDIUM: Moderate risk exception (Score: 49.4); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_E721641362,ANO_C83D5B7D59,TX_94D065D119C1,USR_05513,2026-08-06 17:37:49+05:30,2,4,476.99,49.36,P3,P3 MEDIUM: Moderate risk exception (Score: 49.4); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_C96C160DE8,ANO_679E70E5A4,TX_844C9176EC44,USR_06443,2026-08-22 21:10:15+05:30,2,4,476.49,49.35,P3,P3 MEDIUM: Moderate risk exception (Score: 49.4); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_C07C7922F5,ANO_EB8C58FA6D,TX_FBBCAC796602,USR_06091,2026-08-12 06:22:26+05:30,2,4,476.13,49.34,P3,P3 MEDIUM: Moderate risk exception (Score: 49.3); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_876D529C7D,ANO_DFEB6BBD30,TX_7120458B49A1,USR_02254,2026-09-14 08:24:27+05:30,2,4,474.48,49.31,P3,P3 MEDIUM: Moderate risk exception (Score: 49.3); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_5D29809F50,ANO_E3CE3255D3,TX_07DC174B4025,USR_00660,2026-09-15 12:49:06+05:30,2,4,473.8,49.3,P3,P3 MEDIUM: Moderate risk exception (Score: 49.3); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_2A27B55648,ANO_0A8699ADEA,TX_818F1CE2D11F,USR_09814,2026-09-16 22:30:46+05:30,2,4,472.84,49.29,P3,P3 MEDIUM: Moderate risk exception (Score: 49.3); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_0162F6A2E9,ANO_CD2DD80AD4,TX_DA758CE36356,USR_03634,2026-08-04 08:43:36+05:30,2,4,472.43,49.28,P3,P3 MEDIUM: Moderate risk exception (Score: 49.3); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_DB6D99597E,ANO_67FE9DDEE3,TX_9B810429FEF6,USR_07302,2026-08-10 11:05:29+05:30,2,4,472.53,49.28,P3,P3 MEDIUM: Moderate risk exception (Score: 49.3); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_497FE5B849,ANO_BEC3F688C1,TX_9B3E31A22BF0,USR_06850,2026-09-12 09:39:01+05:30,2,4,468.82,49.22,P3,P3 MEDIUM: Moderate risk exception (Score: 49.2); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_950F5800C7,ANO_13BA7DCBB2,TX_2B32685FB766,USR_06202,2026-08-04 22:32:59+05:30,2,4,467.75,49.2,P3,P3 MEDIUM: Moderate risk exception (Score: 49.2); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_87274BB273,ANO_E99BE31FD5,TX_D14B1D431D71,USR_01980,2026-08-11 01:10:01+05:30,2,4,466.97,49.19,P3,P3 MEDIUM: Moderate risk exception (Score: 49.2); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_81C5AE9005,ANO_AC88A6D1A6,TX_722D874823A1,USR_03271,2026-08-22 05:24:35+05:30,2,4,464.15,49.14,P3,P3 MEDIUM: Moderate risk exception (Score: 49.1); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_BF4A31E7B9,ANO_498518D6BC,TX_4869D419EAB7,USR_00837,2026-08-11 22:34:19+05:30,2,4,463.63,49.13,P3,P3 MEDIUM: Moderate risk exception (Score: 49.1); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_F7A5DA2D4D,ANO_F52875C578,TX_CB39EB13339B,USR_07638,2026-08-18 00:02:04+05:30,2,4,463.77,49.13,P3,P3 MEDIUM: Moderate risk exception (Score: 49.1); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_D77BA7FFB3,ANO_B9C5A3AE4C,TX_8429F5230F17,USR_03144,2026-09-07 01:37:38+05:30,2,4,463.6,49.13,P3,P3 MEDIUM: Moderate risk exception (Score: 49.1); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_87A7199772,ANO_436C7515AB,TX_4D4340B6CD4E,USR_04891,2026-08-06 13:05:33+05:30,2,4,462.34,49.11,P3,P3 MEDIUM: Moderate risk exception (Score: 49.1); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_190F246C36,ANO_971E3B40D4,TX_B3261F97C58B,USR_00660,2026-08-10 00:52:55+05:30,2,4,455.92,49.0,P3,P3 MEDIUM: Moderate risk exception (Score: 49.0); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_60F45B05C9,ANO_C9A9AF3AA4,TX_7FB1D0285E68,USR_03240,2026-08-20 12:50:45+05:30,2,4,454.25,48.97,P3,P3 MEDIUM: Moderate risk exception (Score: 49.0); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_738F2A4FEE,ANO_25010DEAE2,TX_4FA933348757,USR_03569,2026-09-12 03:10:37+05:30,2,4,453.55,48.95,P3,P3 MEDIUM: Moderate risk exception (Score: 49.0); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_EA75580C7D,ANO_3AFAB96E17,TX_28C39B8BD8E4,USR_09270,2026-08-05 11:06:52+05:30,2,4,451.37,48.92,P3,P3 MEDIUM: Moderate risk exception (Score: 48.9); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_243AFEC082,ANO_5D2D04FED6,TX_FD4F8F718D79,USR_08302,2026-09-18 17:28:00+05:30,2,4,451.4,48.92,P3,P3 MEDIUM: Moderate risk exception (Score: 48.9); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_8BDA37A0FC,ANO_7134962000,TX_D5066937DB9D,USR_01755,2026-08-30 20:08:49+05:30,2,4,450.14,48.89,P3,P3 MEDIUM: Moderate risk exception (Score: 48.9); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_5447CA4345,ANO_16FE005FAA,TX_6E1A66A08B71,USR_04938,2026-09-06 18:21:03+05:30,2,4,449.41,48.88,P3,P3 MEDIUM: Moderate risk exception (Score: 48.9); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_86589AA800,ANO_B7DF9F0517,TX_5DF73B39675A,USR_07201,2026-09-12 07:06:09+05:30,2,4,447.43,48.85,P3,P3 MEDIUM: Moderate risk exception (Score: 48.9); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_ECA3EF2E9A,ANO_053ED99240,TX_A1C19DA55B06,USR_09005,2026-09-03 03:35:17+05:30,2,4,444.68,48.8,P3,P3 MEDIUM: Moderate risk exception (Score: 48.8); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_816817C181,ANO_6201248317,TX_7E4B40C4DCDA,USR_05598,2026-08-06 02:57:23+05:30,2,4,444.04,48.79,P3,P3 MEDIUM: Moderate risk exception (Score: 48.8); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_0FC9942ED3,ANO_4464949025,TX_192E7E33285D,USR_09236,2026-08-05 00:24:39+05:30,2,4,442.26,48.75,P3,P3 MEDIUM: Moderate risk exception (Score: 48.8); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_45C584490E,ANO_ECF828200D,TX_0DB9E2D2109F,USR_06484,2026-09-13 01:57:29+05:30,2,4,441.37,48.74,P3,P3 MEDIUM: Moderate risk exception (Score: 48.7); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_E0713115D2,ANO_47B285A68D,TX_06751F94AE4B,USR_07715,2026-08-11 07:15:25+05:30,2,4,441.15,48.73,P3,P3 MEDIUM: Moderate risk exception (Score: 48.7); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_0AFEB4C5FD,ANO_EAD12F2DE9,TX_7546E57846B8,USR_02242,2026-08-31 12:23:26+05:30,2,4,440.67,48.72,P3,P3 MEDIUM: Moderate risk exception (Score: 48.7); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_743D1D22F7,ANO_03E77E53AF,TX_E6BDD131E908,USR_06843,2026-09-18 14:42:28+05:30,2,4,440.16,48.72,P3,P3 MEDIUM: Moderate risk exception (Score: 48.7); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_E6DA089AA2,ANO_9D0B69B67D,TX_134917C989F7,USR_05248,2026-08-22 06:20:32+05:30,2,4,439.15,48.7,P3,P3 MEDIUM: Moderate risk exception (Score: 48.7); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_1497EA0586,ANO_01F3D76AE7,TX_A395F9B9756D,USR_03714,2026-08-26 00:14:47+05:30,2,4,438.45,48.68,P3,P3 MEDIUM: Moderate risk exception (Score: 48.7); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_09C7302C86,ANO_FDF4A4E49B,TX_71FD77CB9488,USR_02318,2026-09-07 15:45:32+05:30,2,4,438.39,48.68,P3,P3 MEDIUM: Moderate risk exception (Score: 48.7); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_3DF3FEAB0A,ANO_7F56CB3340,TX_5EECD819460F,USR_09028,2026-08-28 14:32:45+05:30,2,4,437.91,48.67,P3,P3 MEDIUM: Moderate risk exception (Score: 48.7); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_3D7BC7521A,ANO_2D992C5025,TX_4DA4BC3BF3CC,USR_06883,2026-09-03 17:20:05+05:30,2,4,437.89,48.67,P3,P3 MEDIUM: Moderate risk exception (Score: 48.7); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_F1D7319BD6,ANO_F03B7068D1,TX_E2E48734F9CF,USR_01370,2026-09-11 16:14:05+05:30,2,4,436.23,48.64,P3,P3 MEDIUM: Moderate risk exception (Score: 48.6); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_D43E11DEC6,ANO_815B9AFBBC,TX_D31877FCFBB5,USR_07472,2026-08-10 20:35:56+05:30,2,4,435.59,48.63,P3,P3 MEDIUM: Moderate risk exception (Score: 48.6); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_35F6354EC4,ANO_A028C3ED87,TX_33109C77B807,USR_09084,2026-09-01 09:49:20+05:30,2,4,435.54,48.63,P3,P3 MEDIUM: Moderate risk exception (Score: 48.6); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_7D35359EBF,ANO_F5E869E3AB,TX_A3DC9EC7F5DE,USR_05922,2026-08-02 15:52:45+05:30,2,4,435.05,48.62,P3,P3 MEDIUM: Moderate risk exception (Score: 48.6); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_E255872181,ANO_08F3C1BD5E,TX_BC77307716A0,USR_08497,2026-08-11 21:59:18+05:30,2,4,435.21,48.62,P3,P3 MEDIUM: Moderate risk exception (Score: 48.6); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_DA1BD6BEC7,ANO_E3E394AF94,TX_9919E973CAA7,USR_02205,2026-08-27 21:54:58+05:30,2,4,434.84,48.62,P3,P3 MEDIUM: Moderate risk exception (Score: 48.6); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_4DE7CE10BC,ANO_A4557A5DFC,TX_E2954A50C49D,USR_03948,2026-08-30 05:27:09+05:30,2,4,433.73,48.6,P3,P3 MEDIUM: Moderate risk exception (Score: 48.6); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_AEE774A696,ANO_6561469478,TX_E40A020470DC,USR_06019,2026-08-09 00:42:18+05:30,2,4,431.5,48.56,P3,P3 MEDIUM: Moderate risk exception (Score: 48.6); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_8C2579449B,ANO_1CE1F8DA76,TX_A6C29A41CD33,USR_05352,2026-09-15 15:04:37+05:30,2,4,430.98,48.55,P3,P3 MEDIUM: Moderate risk exception (Score: 48.5); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_D75831BD2A,ANO_9CC1ED0E79,TX_78E0488A59BC,USR_03830,2026-08-15 05:59:49+05:30,2,4,430.41,48.54,P3,P3 MEDIUM: Moderate risk exception (Score: 48.5); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_4A6294B8BA,ANO_B8A9CEBBF6,TX_64BED08759CB,USR_03458,2026-08-20 05:00:22+05:30,2,4,430.27,48.53,P3,P3 MEDIUM: Moderate risk exception (Score: 48.5); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_B5FDD3B349,ANO_9DE470FC46,TX_02E307BE9FDF,USR_08966,2026-08-05 07:08:33+05:30,2,4,428.61,48.5,P3,P3 MEDIUM: Moderate risk exception (Score: 48.5); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_0AED1A4CAF,ANO_334B36D3E9,TX_1F326E09FAB4,USR_01297,2026-08-12 17:03:18+05:30,2,4,428.54,48.5,P3,P3 MEDIUM: Moderate risk exception (Score: 48.5); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_6E4A4B394E,ANO_A844F01E7F,TX_FFDB0A28EA59,USR_05346,2026-08-14 19:38:18+05:30,2,4,428.34,48.5,P3,P3 MEDIUM: Moderate risk exception (Score: 48.5); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_906605C43E,ANO_A8806A82CB,TX_20FC28D84A90,USR_06989,2026-09-02 23:18:56+05:30,2,4,428.63,48.5,P3,P3 MEDIUM: Moderate risk exception (Score: 48.5); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_8AD4D349FA,ANO_EECC704C4B,TX_97CE491A38B4,USR_04345,2026-09-03 18:27:31+05:30,2,4,428.63,48.5,P3,P3 MEDIUM: Moderate risk exception (Score: 48.5); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_DB58BEFC29,ANO_CFD4DAB075,TX_82240BBEA0A0,USR_00664,2026-08-31 19:20:15+05:30,2,4,427.31,48.48,P3,P3 MEDIUM: Moderate risk exception (Score: 48.5); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_90141D833F,ANO_AA18D64C8C,TX_5FCDAC201D91,USR_08233,2026-08-05 10:23:23+05:30,2,4,426.92,48.47,P3,P3 MEDIUM: Moderate risk exception (Score: 48.5); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_BF195D3EFC,ANO_C4C07961B3,TX_BA3DDB746987,USR_08446,2026-08-26 07:57:44+05:30,2,4,426.09,48.46,P3,P3 MEDIUM: Moderate risk exception (Score: 48.5); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_F0642E0B60,ANO_4A84F97FD0,TX_2671DF5B08F6,USR_02181,2026-09-17 14:07:40+05:30,2,4,426.08,48.46,P3,P3 MEDIUM: Moderate risk exception (Score: 48.5); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_7D666670EC,ANO_3D58E57A49,TX_15C5DFA67F0E,USR_02534,2026-08-17 07:32:04+05:30,2,4,425.34,48.44,P3,P3 MEDIUM: Moderate risk exception (Score: 48.4); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_6ED2B113A9,ANO_621C2B12E8,TX_2EEE1FADC763,USR_07172,2026-08-26 23:30:13+05:30,2,4,425.23,48.44,P3,P3 MEDIUM: Moderate risk exception (Score: 48.4); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_0BE47C720D,ANO_B39024DE89,TX_F80EF62C34F8,USR_08832,2026-08-15 10:16:30+05:30,2,4,424.08,48.42,P3,P3 MEDIUM: Moderate risk exception (Score: 48.4); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_957E1D0BD8,ANO_5FD1D347E0,TX_082681093569,USR_02315,2026-08-28 06:45:48+05:30,2,4,422.73,48.39,P3,P3 MEDIUM: Moderate risk exception (Score: 48.4); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_954C2DF2EA,ANO_0B67F14D84,TX_1E78AECEB033,USR_04536,2026-08-01 07:44:34+05:30,2,4,421.81,48.38,P3,P3 MEDIUM: Moderate risk exception (Score: 48.4); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_0B2C4F8849,ANO_7DC61E5076,TX_1159510B7EEB,USR_01980,2026-08-29 18:16:40+05:30,2,4,421.87,48.38,P3,P3 MEDIUM: Moderate risk exception (Score: 48.4); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
INC_7D867476BD,ANO_79008792A5,TX_EB812A28B1B8,USR_04404,2026-08-05 12:55:45+05:30,2,4,421.67,48.37,P3,P3 MEDIUM: Moderate risk exception (Score: 48.4); standard operational review.,Credit excess fee to user balance; notify engineering of smart contract / fee calculation parameter check.,OPEN
